Name,City,region,Price,Star_Rating,Property_Demand,Property_id,Customers_Rating,Customers_Review,Type_of_room,reservations_Payment,Canelation,Max_persons,Bed_type,Tax,Review_title,Credit_card,Breakfst_included,Longitude_x,Latitude_y,Link
Courtyard Riyadh by Marriott Diplomatic Quarter,Riyadh,Riyadh,SAR 380,4,Only 5 rooms like this left on our site,398721,8.3," 2,261 reviews ","Guest room, 2 Double",No prepayment ,FREE cancellation,Max persons: 4,"2 beds
(2 doubles)",Yes, Very good ,Not requierd,null,46.62340432,24.66588221,https://www.booking.com/hotel/sa/courtyard-riyadh-diplomatic-quarter.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=39872105_136033593_0_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=205&highlighted_blocks=39872105_136033593_0_2_0&hpos=5&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=39872105_136033593_0_2_0__38000&srepoch=1587182906&srpvid=c8de1d1dc2a600b2&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Rfaya Hotel,Jazan,Jazan,SAR 384,4,null,5642382,8, 307 reviews ,Standard Studio,No prepayment ,FREE cancellation,Max persons: 2,"2 beds
(2 singles)",Yes, Very good ,Not requierd,null,42.54599287,16.89904453,https://www.booking.com/hotel/sa/rfy.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=564238201_218244315_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=206&highlighted_blocks=564238201_218244315_0_0_0&hpos=6&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=564238201_218244315_0_0_0__38400&srepoch=1587182906&srpvid=c8de1d1dc2a600b2&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Salsabil Hotel by Warwick Al Naseem,Jeddah,Makkah,SAR 390,4,Only 1 room left like this on our site,2399184,8.3," 3,349 reviews ",Superior Double or Twin Room,No prepayment ,FREE cancellation,Max persons: 2,"2 beds
(2 singles)",Yes, Very good ,Not requierd,null,39.23698892,21.5103268,https://www.booking.com/hotel/sa/salsabil-by-warwick.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=239918404_141405590_2_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=207&highlighted_blocks=239918404_141405590_2_2_0&hpos=7&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=239918404_141405590_2_2_0__39000&srepoch=1587182906&srpvid=c8de1d1dc2a600b2&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Ascott Corniche Al Khobar,Riyadh,Riyadh,SAR 393,0,null,4596121,8.8, 194 reviews ,Studio Premier,No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 double)",Yes, Fabulous ,Not requierd,null,50.2232395,26.31165501,https://www.booking.com/hotel/sa/ascott-corniche-al-khobar.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=459612101_240903221_0_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=208&highlighted_blocks=459612101_240903221_0_2_0&hpos=8&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=459612101_240903221_0_2_0__39300&srepoch=1587182906&srpvid=c8de1d1dc2a600b2&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Novotel Jeddah Tahlia,Jeddah,Makkah,SAR 399,4,Only 7 rooms like this left on our site,1939572,8," 2,672 reviews ",Superior Room With 2 Single Beds And 1 Sofa,No prepayment ,FREE cancellation,Max persons: 2,"2 beds
(2 singles)",Yes, Very good ,Not requierd,null,39.17232964,21.55488774,https://www.booking.com/hotel/sa/novotel-jeddah-tahlia.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=193957204_246100854_2_42_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=209&highlighted_blocks=193957204_246100854_2_42_0&hpos=9&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=193957204_246100854_2_42_0__39900&srepoch=1587182906&srpvid=c8de1d1dc2a600b2&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
"Prime Hotel - Jeddah, Al Hamra",Jeddah,Makkah,SAR 400,4,Only 1 room left like this on our site,2229718,8.6," 3,554 reviews ",Deluxe Double or Twin Room,No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)",Yes, Fabulous ,Not requierd,null,39.15957131,21.51533945,https://www.booking.com/hotel/sa/prime-jeddah-al-hamra.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=222971809_200929509_2_42_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=210&highlighted_blocks=222971809_200929509_2_42_0&hpos=10&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=222971809_200929509_2_42_0__40000&srepoch=1587182906&srpvid=c8de1d1dc2a600b2&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Goldish Hotel,Al- Khubar,Eastern Region,SAR 400,4,null,5525802,7.9, 173 reviews ,Junior Suite with Balcony,No prepayment ,null,Max persons: 2,"1 bed
(1 large double)",No, Good ,Not requierd,null,50.1726441,26.37081443,https://www.booking.com/hotel/sa/goldish.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=552580201_203017211_2_42_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=211&highlighted_blocks=552580201_203017211_2_42_0&hpos=11&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=552580201_203017211_2_42_0__40000&srepoch=1587182906&srpvid=c8de1d1dc2a600b2&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Chalet Toot,As Sayl Alkabeer,Makkah,SAR 400,0,Only 2 like this left on our site,3772581,8.2, 73 reviews ,Three-Bedroom Apartment,No prepayment ,FREE cancellation,Max persons: 6,"5 beds
(4 singles, 1 extra-large double)",No, Very good ,Not requierd,null,40.4971414,21.53592017,https://www.booking.com/hotel/sa/shlyht-twt.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=377258104_123541450_6_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=212&highlighted_blocks=377258104_123541450_6_0_0&hpos=12&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=377258104_123541450_6_0_0__40000&srepoch=1587182906&srpvid=c8de1d1dc2a600b2&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Garden Plaza Hotel,Al Hofuf,Eastern Region,SAR 405,4,Only 5 rooms like this left on our site,1771215,8.8," 1,208 reviews ",Deluxe King Room,No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)",Yes, Fabulous ,Not requierd,null,49.5810306,25.38849445,https://www.booking.com/hotel/sa/garden-plaza.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=177121505_204523585_2_42_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=213&highlighted_blocks=177121505_204523585_2_42_0&hpos=13&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=177121505_204523585_2_42_0__40500&srepoch=1587182906&srpvid=c8de1d1dc2a600b2&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Cristal Amaken Hotel Riyadh,Riyadh,Riyadh,SAR 410,4,null,4574309,8.6, 188 reviews ,Twin Room,No prepayment ,FREE cancellation,Max persons: 2,"2 beds
(2 singles)",Yes, Fabulous ,Not requierd,null,46.89344809,24.55898072,https://www.booking.com/hotel/sa/industrial-city-2-new-industrial-city-riyadh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=457430909_184086175_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=214&highlighted_blocks=457430909_184086175_2_0_0&hpos=14&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=457430909_184086175_2_0_0__41000&srepoch=1587182906&srpvid=c8de1d1dc2a600b2&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Grand Park Hotel,Jeddah,Makkah,SAR 410,4,Only 2 rooms like this left on our site,1736651,7.6, 396 reviews ,Standard Double Room,No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)",Yes, Good ,Not requierd,Breakfast included,39.15800661,21.59679182,https://www.booking.com/hotel/sa/grand-park-jeddah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=173665104_98230193_0_1_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=215&highlighted_blocks=173665104_98230193_0_1_0&hpos=15&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=173665104_98230193_0_1_0__41000&srepoch=1587182906&srpvid=c8de1d1dc2a600b2&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
"Ramada Al Qassim Hotel & Suites, Bukayriah",Al-Bekairiyah,Al-Qaseem,SAR 415,4,Only 1 room left like this on our site,243956,7.8, 540 reviews ,Double Room - Mobility Access/Smoking,No prepayment ,FREE cancellation,Max persons: 2,null,Yes, Good ,Not requierd,Breakfast included,43.65343451,26.15232255,https://www.booking.com/hotel/sa/ramada-suites.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=24395618_246031325_2_1_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=216&highlighted_blocks=24395618_246031325_2_1_0&hpos=16&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=24395618_246031325_2_1_0__41500&srepoch=1587182906&srpvid=c8de1d1dc2a600b2&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
"Mabaat homes - luxury Villas near obhour beach, perfect location",Jeddah,Makkah,SAR 420,0,Only 2 like this left on our site,5637783,9.5, 46 reviews ,Villa,No prepayment ,FREE cancellation,Max persons: 4,"3 beds
(2 singles, 1 extra-large double)",No, Exceptional ,Not requierd,null,39.10836204,21.70307856,https://www.booking.com/hotel/sa/white-pearl.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=563778312_251450149_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=217&highlighted_blocks=563778312_251450149_0_0_0&hpos=17&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=563778312_251450149_0_0_0__42000&srepoch=1587182906&srpvid=c8de1d1dc2a600b2&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Casablanca Hotel Jeddah,Jeddah,Makkah,SAR 420,4,Only 5 rooms like this left on our site,322638,6.8, 932 reviews ,Double or Twin Room,No prepayment ,null,Max persons: 2,"1 bed
(1 double)",Yes, Review score ,Not requierd,Breakfast included,39.16167855,21.58527917,https://www.booking.com/hotel/sa/casablanca.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=32263801_133430801_0_41_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=218&highlighted_blocks=32263801_133430801_0_41_0&hpos=18&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=32263801_133430801_0_41_0__42000&srepoch=1587182906&srpvid=c8de1d1dc2a600b2&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Ascott Sari Jeddah,Jeddah,Makkah,SAR 423,4,null,1381991,8.5, 555 reviews ,Executive Studio,No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)",Yes, Very good ,Not requierd,Breakfast included,39.13243732,21.57252044,https://www.booking.com/hotel/sa/ascott-sari-jeddah-jeddah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=138199101_240755887_0_1_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=219&highlighted_blocks=138199101_240755887_0_1_0&hpos=19&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=138199101_240755887_0_1_0__42300&srepoch=1587182906&srpvid=c8de1d1dc2a600b2&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Le Park Concord Rabwah Boutique Hotel,Riyadh,Riyadh,SAR 429,4,Only 4 rooms like this left on our site,6357318,,null,Deluxe Room,No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)",No,null,Not requierd,null,46.697098,24.678411,https://www.booking.com/hotel/sa/le-park-concord-al-rabwah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=635731801_248536759_2_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=220&highlighted_blocks=635731801_248536759_2_2_0&hpos=20&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=635731801_248536759_2_2_0__42900&srepoch=1587182906&srpvid=c8de1d1dc2a600b2&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Braira Al Nakheel Hotel,Riyadh,Riyadh,SAR 444,4,Only 1 room left like this on our site,4509737,8.2," 1,413 reviews ",Superior Twin Room,No prepayment ,FREE cancellation,Max persons: 2,"2 beds
(2 singles)",Yes, Very good ,Not requierd,null,46.714913,24.767934,https://www.booking.com/hotel/sa/braira-al-nakheel.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=450973704_187589133_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=221&highlighted_blocks=450973704_187589133_0_0_0&hpos=21&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=450973704_187589133_0_0_0__44400&srepoch=1587182906&srpvid=c8de1d1dc2a600b2&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Boudl Al Sahafa,Riyadh,Riyadh,SAR 446,4,Only 3 like this left on our site,2285248,8.3," 1,076 reviews ",Superior Twin Room,No prepayment ,FREE cancellation,Max persons: 2,"2 beds
(2 singles)",Yes, Very good ,Not requierd,Breakfast included,46.64732695,24.81056321,https://www.booking.com/hotel/sa/braira-al-sahafa.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=228524801_203594964_2_1_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=222&highlighted_blocks=228524801_203594964_2_1_0&hpos=22&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=228524801_203594964_2_1_0__44600&srepoch=1587182906&srpvid=c8de1d1dc2a600b2&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Alazhar Palace Hotel,Al- Gunfudah,Makkah,SAR 450,4,Only 4 like this left on our site,1953023,7.7, 426 reviews ,Deluxe Junior Suite,No prepayment ,FREE cancellation,Max persons: 2,"2 beds
(2 extra-large doubles)",Yes, Good ,Not requierd,Breakfast included,41.07212483,19.1335678,https://www.booking.com/hotel/sa/alazhar-palace.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=195302303_120258739_0_1_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=223&highlighted_blocks=195302303_120258739_0_1_0&hpos=23&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=195302303_120258739_0_1_0__45000&srepoch=1587182906&srpvid=c8de1d1dc2a600b2&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
MIRA SUITES PRINCE SULTAN ROAD JEDDAH,Jeddah,Makkah,SAR 451,4,Only 3 like this left on our site,1340658,6.5," 1,459 reviews ",Two-Bedroom Suite,No prepayment ,FREE cancellation,Max persons: 4,"5 beds
(2 singles, 2 sofa beds, 1 large double)",Yes, Review score ,Not requierd,null,39.13495168,21.62782475,https://www.booking.com/hotel/sa/al-basateen-apartments-jeddah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=134065811_139503692_0_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=224&highlighted_blocks=134065811_139503692_0_2_0&hpos=24&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=134065811_139503692_0_2_0__45125&srepoch=1587182906&srpvid=c8de1d1dc2a600b2&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Rabigh Park Hotel,Rabehg,Makkah,SAR 459,4,Only 1 room left like this on our site,1979539,8.2, 281 reviews ,Standard Double Room,No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 double)",Yes, Very good ,Not requierd,Breakfast included,39.03753412,22.7757469,https://www.booking.com/hotel/sa/rabigh-park.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=197953901_233214603_0_1_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=225&highlighted_blocks=197953901_233214603_0_1_0&hpos=25&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=197953901_233214603_0_1_0__45900&srepoch=1587182906&srpvid=c8de1d1dc2a600b2&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Mena Airport Hotel Jeddah,Jeddah,Makkah,SAR 460,4,null,2751114,7.7," 1,965 reviews ",Twin Room with Private Bathroom,No prepayment ,null,Max persons: 2,"2 beds
(2 singles)",Yes, Good ,Not requierd,Breakfast included,39.151563,21.670689,https://www.booking.com/hotel/sa/mena-airport-jeddah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=275111401_116236799_0_1_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=226&highlighted_blocks=275111401_116236799_0_1_0&hpos=1&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=275111401_116236799_0_1_0__46000&srepoch=1587182915&srpvid=e6db1d2172fc001b&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Ascott Tahlia Jeddah,Jeddah,Makkah,SAR 460,4,null,1381972,8," 2,525 reviews ",Executive Studio,No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 large double)",Yes, Very good ,Not requierd,Breakfast included,39.17092144,21.55481698,https://www.booking.com/hotel/sa/ascott-tahlia-jeddah-jeddah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=138197201_240755902_0_1_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=227&highlighted_blocks=138197201_240755902_0_1_0&hpos=2&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=138197201_240755902_0_1_0__46000&srepoch=1587182915&srpvid=e6db1d2172fc001b&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Braira Hotel-Olaya,Riyadh,Riyadh,SAR 464,4,null,1587431,8.3," 2,616 reviews ",Superior Double Room,No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 large double)",Yes, Very good ,Not requierd,null,46.68876976,24.68537593,https://www.booking.com/hotel/sa/braira-riyadh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=158743105_187590158_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=228&highlighted_blocks=158743105_187590158_0_0_0&hpos=3&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=158743105_187590158_0_0_0__46400&srepoch=1587182915&srpvid=e6db1d2172fc001b&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Danah Al-Jubail Suites,Al-Jubail,Eastern Region,SAR 475,4,null,4209229,9.1, 797 reviews ,Standard Suite with City View,No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)",Yes, Superb ,Not requierd,null,49.57819857,27.16356221,https://www.booking.com/hotel/sa/danah-aljubail-suites.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=420922911_201073592_0_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=229&highlighted_blocks=420922911_201073592_0_2_0&hpos=4&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=420922911_201073592_0_2_0__47500&srepoch=1587182915&srpvid=e6db1d2172fc001b&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
